STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,MEASURE,,UNIT_MEASURE,,AGE,,SEX,,STATISTICAL_OPERATION,,TIME_PERIOD,,OBS_VALUE,,HSPA,,METHODOLOGY,,TIME_RANGE,,DECIMALS,,OBS_STATUS,,OBS_STATUS2,,OBS_STATUS3,,UNIT_MULT,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ROU,,A,,ADMRCHFL,,10P5HB,,Y_GE15,,_T,,OBS,,2019,,242.7,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ROU,,A,,ADMRCHFL,,10P5HB,,Y_GE15,,_T,,OBS,,2020,,102.8,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ROU,,A,,ADMRCHFL,,10P5HB,,Y_GE15,,_T,,OBS,,2021,,81.7,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,SGP,,A,,ADMRCHFL,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,270.7,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,SGP,,A,,ADMRCHFL,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,234.2,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,BEL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,151.4,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,BEL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,144.5,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,BEL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2018,,143.2,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,BEL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2019,,138.3,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,BEL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2020,,127.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,BEL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2021,,136.4,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,CHL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,136.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,CHL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,126.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,CHL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,124.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,CHL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2018,,120.3,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,CHL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2019,,116.7,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,CHL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2020,,100.8,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,CHL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2021,,96.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,COL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,65.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,COL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,36.2,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,COL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,62.1,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,CRI,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,115,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,CRI,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,115.5,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,CRI,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,102,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,CRI,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2022,,101.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,FRA,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,155.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ITA,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,54,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ITA,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,50.8,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ITA,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,45.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ITA,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2018,,45.1,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ITA,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2019,,42.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ITA,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2020,,31.1,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ITA,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2021,,31,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,LUX,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,162.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,LUX,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2018,,134.8,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,LUX,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2019,,147.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,LUX,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2020,,73.7,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,LUX,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2021,,146.8,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,MEX,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,301.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,MEX,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,289.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,MEX,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,275.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,MEX,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2018,,258,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,MEX,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2019,,231.3,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,MEX,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2020,,143.2,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,MEX,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2021,,142.2,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,NLD,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,63,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,NLD,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,60.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,NLD,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,59.7,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,NLD,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2018,,55.1,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,NLD,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2019,,52.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,NLD,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2020,,47,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,NLD,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2021,,45.1,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,NOR,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,74.8,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,NOR,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,76.7,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,NOR,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,78.5,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,NOR,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2018,,73.3,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,NOR,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2019,,71.3,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,NOR,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2020,,68.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,POL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,215.2,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,POL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,219.4,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,POL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,208.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,POL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2018,,197.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,POL,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2019,,190,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,72,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,65.1,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,64.3,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2018,,58.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2019,,59.7,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2020,,54.1,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2021,,53.4,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,SVK,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,212.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,SVK,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,215.5,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,SVK,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,229,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,SVK,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2018,,224.3,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,SVK,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2019,,213.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,SVK,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2020,,188.1,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,SVK,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2021,,169.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,TUR,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,235.4,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,TUR,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,256.7,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,TUR,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,236.1,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,USA,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,204.8,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,USA,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2018,,231.3,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,USA,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2019,,248.5,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,USA,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2020,,230.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ROU,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,353.2,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ROU,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,353.2,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ROU,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2017,,357,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ROU,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2018,,355.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ROU,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2019,,351.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ROU,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2020,,158.8,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,ROU,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2021,,147.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,SGP,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2015,,440.2,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,SGP,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,450.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,USA,,A,,ADMRCHFL,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,396.7,,,,AGE_SEX_STANDARD,,,,1,,B,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,USA,,A,,ADMRASTH,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,39.5,,,,AGE_SEX_STANDARD,,,,1,,B,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,USA,,A,,ASCOCOMP,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,283.8,,,,AGE_SEX_STANDARD,,,,1,,B,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,USA,,A,,ADMRCOPD,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,244.2,,,,AGE_SEX_STANDARD,,,,1,,B,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,USA,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2016,,173.2,,,,AGE_SEX_STANDARD,,,,1,,B,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,LUX,,A,,ADMRASTH,,10P5HB,,Y_GE15,,_T,,OBS,,2022,,10.7,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,LUX,,A,,ADMRDMAO,,10P5HB,,Y_GE15,,_T,,OBS,,2022,,13.3,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,LUX,,A,,ASCOCOMP,,10P5HB,,Y_GE15,,_T,,OBS,,2022,,169.5,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,LUX,,A,,ASCOCOMP,,10P5HB,,Y_GE15,,_T,,OBS,,2023,,192.4,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,LUX,,A,,ADMRDMAO,,10P5HB,,Y_GE15,,_T,,OBS,,2023,,9.3,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,LUX,,A,,ADMRASTH,,10P5HB,,Y_GE15,,_T,,OBS,,2023,,10.9,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,LUX,,A,,ADMRCOPD,,10P5HB,,Y_GE15,,_T,,OBS,,2023,,181.5,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ASCOCOMP,,10P5HB,,Y_GE15,,_T,,OBS,,2022,,65.1,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ADMRCOPD,,10P5HB,,Y_GE15,,_T,,OBS,,2022,,54.5,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ADMRCHFL,,10P5HB,,Y_GE15,,_T,,OBS,,2022,,136.4,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ADMRDBUC,,10P5HB,,Y_GE15,,_T,,OBS,,2022,,54.7,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ADMRASTH,,10P5HB,,Y_GE15,,_T,,OBS,,2022,,10.6,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,0,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ADMRDMAO,,10P5HB,,Y_GE15,,_T,,OBS,,2022,,3.7,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PC(1.1),,I,PRT,,A,,ADMRDMAI,,10P5HB,,Y_GE15,,_T,,OBS,,2022,,8.2,,,,AGE_SEX_STANDARD,,,,1,,,,,,,,,
